==================================================================================
Lottery Ticket Experiment (Replicate 1)
----------------------------------------------------------------------------------
Dataset Hyperparameters
    * dataset_name => mnist
    * batch_size => 60
Model Hyperparameters
    * model_name => mnist_lenet_300_100
    * model_init => kaiming_normal
    * batchnorm_init => uniform
Training Hyperparameters
    * optimizer_name => adam
    * lr => 0.0012
    * training_steps => 50ep
Pruning Hyperparameters
    * pruning_strategy => fisher_pruning
    * pruning_fraction => 0.2
    * dataset_name => mnist
    * num_data_points => 128
Output Location: open_lth_data/lottery_cd1a99b626911386b7d5dcd4f84285bc/replicate_1/level_0/main
==================================================================================

----------------------------------------------------------------------------------
Pruning Level 0
----------------------------------------------------------------------------------
test	ep 015	it 000	loss 0.110	acc 97.67%	ex 10000	time 20.09s
test	ep 016	it 000	loss 0.115	acc 97.91%	ex 10000	time 17.86s
test	ep 017	it 000	loss 0.127	acc 97.58%	ex 10000	time 17.96s
test	ep 018	it 000	loss 0.119	acc 97.77%	ex 10000	time 17.80s
test	ep 019	it 000	loss 0.128	acc 97.71%	ex 10000	time 17.88s
test	ep 020	it 000	loss 0.134	acc 97.68%	ex 10000	time 22.16s
test	ep 021	it 000	loss 0.155	acc 97.54%	ex 10000	time 17.84s
test	ep 022	it 000	loss 0.150	acc 97.41%	ex 10000	time 17.75s
test	ep 023	it 000	loss 0.135	acc 97.74%	ex 10000	time 17.80s
test	ep 024	it 000	loss 0.145	acc 97.71%	ex 10000	time 17.91s
test	ep 025	it 000	loss 0.153	acc 97.66%	ex 10000	time 22.34s
test	ep 026	it 000	loss 0.157	acc 97.59%	ex 10000	time 17.86s
test	ep 027	it 000	loss 0.164	acc 97.64%	ex 10000	time 17.76s
test	ep 028	it 000	loss 0.162	acc 97.74%	ex 10000	time 17.92s
test	ep 029	it 000	loss 0.189	acc 97.27%	ex 10000	time 17.81s
test	ep 030	it 000	loss 0.179	acc 97.51%	ex 10000	time 17.90s
test	ep 031	it 000	loss 0.154	acc 97.85%	ex 10000	time 22.06s
test	ep 032	it 000	loss 0.167	acc 97.74%	ex 10000	time 17.92s
test	ep 033	it 000	loss 0.163	acc 97.88%	ex 10000	time 17.93s
test	ep 034	it 000	loss 0.157	acc 97.63%	ex 10000	time 17.78s
test	ep 035	it 000	loss 0.177	acc 97.78%	ex 10000	time 18.10s
test	ep 036	it 000	loss 0.193	acc 97.51%	ex 10000	time 22.37s
test	ep 037	it 000	loss 0.176	acc 97.71%	ex 10000	time 18.01s
test	ep 038	it 000	loss 0.179	acc 97.77%	ex 10000	time 18.04s
test	ep 039	it 000	loss 0.200	acc 97.72%	ex 10000	time 18.01s
test	ep 040	it 000	loss 0.171	acc 97.86%	ex 10000	time 18.08s
test	ep 041	it 000	loss 0.177	acc 97.79%	ex 10000	time 22.09s
test	ep 042	it 000	loss 0.194	acc 97.65%	ex 10000	time 18.55s
test	ep 043	it 000	loss 0.192	acc 97.83%	ex 10000	time 18.11s
test	ep 044	it 000	loss 0.199	acc 97.90%	ex 10000	time 18.34s
test	ep 045	it 000	loss 0.200	acc 97.80%	ex 10000	time 18.23s
test	ep 046	it 000	loss 0.218	acc 97.39%	ex 10000	time 18.92s
test	ep 047	it 000	loss 0.173	acc 98.03%	ex 10000	time 21.76s
test	ep 048	it 000	loss 0.218	acc 97.56%	ex 10000	time 18.36s
test	ep 049	it 000	loss 0.211	acc 97.73%	ex 10000	time 18.29s
test	ep 050	it 000	loss 0.224	acc 97.64%	ex 10000	time 18.45s
----------------------------------------------------------------------------------
Pruning Level 4
----------------------------------------------------------------------------------
test	ep 000	it 000	loss 2.296	acc 20.75%	ex 10000	time 0.00s
test	ep 001	it 000	loss 0.122	acc 96.29%	ex 10000	time 17.93s
test	ep 002	it 000	loss 0.096	acc 97.00%	ex 10000	time 22.26s
test	ep 003	it 000	loss 0.083	acc 97.46%	ex 10000	time 17.94s
test	ep 004	it 000	loss 0.086	acc 97.40%	ex 10000	time 17.99s
test	ep 005	it 000	loss 0.088	acc 97.27%	ex 10000	time 18.02s
test	ep 006	it 000	loss 0.081	acc 97.70%	ex 10000	time 17.99s
test	ep 007	it 000	loss 0.092	acc 97.47%	ex 10000	time 22.04s
test	ep 008	it 000	loss 0.086	acc 97.70%	ex 10000	time 17.83s
test	ep 009	it 000	loss 0.095	acc 97.58%	ex 10000	time 17.76s
test	ep 010	it 000	loss 0.089	acc 97.86%	ex 10000	time 18.05s
test	ep 011	it 000	loss 0.102	acc 97.87%	ex 10000	time 17.95s
test	ep 012	it 000	loss 0.116	acc 97.46%	ex 10000	time 21.76s
test	ep 013	it 000	loss 0.099	acc 97.80%	ex 10000	time 18.85s
test	ep 014	it 000	loss 0.113	acc 97.62%	ex 10000	time 17.82s
test	ep 015	it 000	loss 0.098	acc 97.97%	ex 10000	time 18.02s
test	ep 016	it 000	loss 0.111	acc 97.66%	ex 10000	time 17.75s
test	ep 017	it 000	loss 0.131	acc 97.70%	ex 10000	time 18.28s
test	ep 018	it 000	loss 0.138	acc 97.51%	ex 10000	time 21.79s
test	ep 019	it 000	loss 0.129	acc 97.80%	ex 10000	time 17.92s
test	ep 020	it 000	loss 0.124	acc 97.81%	ex 10000	time 17.92s
test	ep 021	it 000	loss 0.119	acc 97.93%	ex 10000	time 17.96s
test	ep 022	it 000	loss 0.149	acc 97.76%	ex 10000	time 17.84s
test	ep 023	it 000	loss 0.139	acc 97.80%	ex 10000	time 22.10s
test	ep 024	it 000	loss 0.137	acc 97.87%	ex 10000	time 17.95s
test	ep 025	it 000	loss 0.131	acc 97.91%	ex 10000	time 17.82s
test	ep 026	it 000	loss 0.139	acc 97.73%	ex 10000	time 17.85s
test	ep 027	it 000	loss 0.143	acc 97.84%	ex 10000	time 17.78s
test	ep 028	it 000	loss 0.136	acc 97.86%	ex 10000	time 22.15s
test	ep 029	it 000	loss 0.166	acc 97.77%	ex 10000	time 18.02s
test	ep 030	it 000	loss 0.153	acc 97.80%	ex 10000	time 18.00s
test	ep 031	it 000	loss 0.156	acc 98.00%	ex 10000	time 18.10s
test	ep 032	it 000	loss 0.175	acc 97.55%	ex 10000	time 18.13s
test	ep 033	it 000	loss 0.165	acc 97.80%	ex 10000	time 20.66s
test	ep 034	it 000	loss 0.167	acc 97.80%	ex 10000	time 19.85s
test	ep 035	it 000	loss 0.162	acc 97.89%	ex 10000	time 17.97s
test	ep 036	it 000	loss 0.172	acc 97.86%	ex 10000	time 17.95s
test	ep 037	it 000	loss 0.163	acc 98.03%	ex 10000	time 19.76s
test	ep 038	it 000	loss 0.174	acc 97.94%	ex 10000	time 19.47s
test	ep 039	it 000	loss 0.182	acc 97.64%	ex 10000	time 21.31s
test	ep 040	it 000	loss 0.225	acc 97.35%	ex 10000	time 18.09s
test	ep 041	it 000	loss 0.213	acc 97.34%	ex 10000	time 18.01s
test	ep 042	it 000	loss 0.174	acc 97.92%	ex 10000	time 18.22s
test	ep 043	it 000	loss 0.177	acc 97.88%	ex 10000	time 18.14s
test	ep 044	it 000	loss 0.177	acc 97.86%	ex 10000	time 22.45s
test	ep 045	it 000	loss 0.171	acc 97.91%	ex 10000	time 18.21s
test	ep 046	it 000	loss 0.172	acc 97.92%	ex 10000	time 18.09s
test	ep 047	it 000	loss 0.174	acc 98.02%	ex 10000	time 18.13s
test	ep 048	it 000	loss 0.192	acc 97.83%	ex 10000	time 18.32s
test	ep 049	it 000	loss 0.208	acc 97.85%	ex 10000	time 22.68s
test	ep 050	it 000	loss 0.180	acc 98.14%	ex 10000	time 18.28s
----------------------------------------------------------------------------------
Pruning Level 5
----------------------------------------------------------------------------------
test	ep 000	it 000	loss 2.244	acc 21.05%	ex 10000	time 0.00s
test	ep 001	it 000	loss 0.129	acc 95.99%	ex 10000	time 18.00s
test	ep 002	it 000	loss 0.097	acc 96.85%	ex 10000	time 18.00s
test	ep 003	it 000	loss 0.098	acc 97.04%	ex 10000	time 18.08s
test	ep 004	it 000	loss 0.090	acc 97.18%	ex 10000	time 22.34s
test	ep 005	it 000	loss 0.083	acc 97.43%	ex 10000	time 18.03s
